Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,Month_Code,Month_Name,Year,SI,Facility,1st Dose,2nd Dose,3rd Dose,4th Dose,5th Dose,1st Visit,2nd Visit,3rd Visit,4th Visit,Counseling on Post partum FP method,No. of mother Suffering from APH,Inj.antenatal costeroides in(24-34 weeks),No.of Pregnant mother Receive Misoprostol,Normal,C-Section,Others (Forcep/Vacuum/Breech),No. of delivery followed (AMTSL),No. of mother uses Partograph,No. of mother Suffering from IPH,No. of services post abortion care,No. of pre-eclampsia patient,1st Visit (PNC),2nd Visit (PNC),3rd Visit (PNC),4th Visit (PNC),No. of mother counseled on FP method after Postpartum,No. of mother suffering from PPH after Delivery
01,Rajshahi,0112,,011204,,09,September,2025,12,"Shahjahanpur, UH&FWC",0,0,0,0,0,7,9,6,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011204,,09,September,2025,13,"Sundarpur, Rural Dispensary(RD)",0,0,0,0,0,4,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011204,,09,September,2025,14,"Khamar, UH&FWC",0,0,0,0,0,25,5,8,10,48,0,0,0,4,0,0,4,0,0,0,0,4,0,0,1,48,0
01,Rajshahi,0112,,011204,,09,September,2025,15,"Nomo Shanker, Rural Dispensary(RD)",0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
01,Rajshahi,0112,,011204,,09,September,2025,16,"Gobratola, Rural Dispensary(RD)",0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
01,Rajshahi,0112,,011204,,09,September,2025,17,"Nawabganj, MCWC",0,0,0,0,0,100,70,29,75,20,0,0,0,56,0,0,56,0,0,13,0,56,7,2,1,20,0
01,Rajshahi,0112,,011204,,10,October,2025,1,"Alatuli, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011204,,10,October,2025,2,"Balidanga, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011204,,10,October,2025,3,"Baragharia, UH&FWC",0,0,0,0,0,13,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011204,,10,October,2025,4,"Char Anupnagar, UH&FWC",0,0,0,0,0,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011204,,10,October,2025,5,"Char Bagdanga, UH&FWC",0,0,0,0,0,17,7,9,6,39,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,19,0
01,Rajshahi,0112,,011204,,10,October,2025,6,"Debinagar, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011204,,10,October,2025,7,"Islampur, UH&FWC",0,0,0,0,0,26,33,11,7,77,0,0,0,9,0,0,9,0,0,0,0,9,9,4,2,77,0
01,Rajshahi,0112,,011204,,10,October,2025,8,"Jhilim, UH&FWC",0,0,0,0,0,58,26,22,22,50,0,0,0,71,0,0,71,0,0,0,0,71,36,24,18,50,0
01,Rajshahi,0112,,011204,,10,October,2025,9,"Maharajpur, Rural Dispensary(RD)",0,0,0,0,0,10,4,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011204,,10,October,2025,10,"Narayanpur, UH&FWC",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011204,,10,October,2025,11,"Ranihati, UH&FWC",0,0,0,0,0,96,24,6,1,127,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0
01,Rajshahi,0112,,011204,,10,October,2025,12,"Shahjahanpur, UH&FWC",0,0,0,0,0,15,9,9,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011204,,10,October,2025,13,"Sundarpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011204,,10,October,2025,14,"Khamar, UH&FWC",0,0,0,0,0,12,5,6,7,30,0,0,0,3,0,0,3,0,0,0,0,3,0,0,1,30,0
01,Rajshahi,0112,,011204,,10,October,2025,15,"Nomo Shanker, Rural Dispensary(RD)",0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011204,,10,October,2025,16,"Gobratola, Rural Dispensary(RD)",0,0,0,0,0,2,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
01,Rajshahi,0112,,011204,,10,October,2025,17,"Nawabganj, MCWC",0,0,0,0,0,82,42,47,52,25,0,0,0,47,0,0,47,0,0,11,0,47,6,4,3,25,0
01,Rajshahi,0112,,011205,,10,October,2024,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,10,October,2024,2,"Daldali, Sadar Clinic",0,0,0,0,0,40,48,25,19,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0
01,Rajshahi,0112,,011205,,10,October,2024,3,"Gohalbari, UH&FWC",0,0,0,0,0,11,10,8,7,7,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,3,0
01,Rajshahi,0112,,011205,,10,October,2024,4,"Jambaria, UH&FWC",0,0,0,0,0,8,7,3,2,2,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
01,Rajshahi,0112,,011205,,11,November,2024,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,4,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,11,November,2024,2,"Daldali, Sadar Clinic",0,0,0,0,0,27,40,48,38,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0
01,Rajshahi,0112,,011205,,11,November,2024,3,"Gohalbari, UH&FWC",0,0,0,0,0,12,10,12,7,7,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,3,0
01,Rajshahi,0112,,011205,,11,November,2024,4,"Jambaria, UH&FWC",0,0,0,0,0,11,5,3,2,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0
01,Rajshahi,0112,,011205,,12,December,2024,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,12,December,2024,2,"Daldali, Sadar Clinic",0,0,0,0,0,25,50,30,32,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,8,0
01,Rajshahi,0112,,011205,,12,December,2024,3,"Gohalbari, UH&FWC",0,0,0,0,0,14,13,10,8,5,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,0
01,Rajshahi,0112,,011205,,12,December,2024,4,"Jambaria, UH&FWC",0,0,0,0,0,5,6,3,2,2,0,0,2,1,0,0,1,0,0,0,0,1,1,1,0,0,0
01,Rajshahi,0112,,011205,,01,January,2025,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,01,January,2025,2,"Daldali, Sadar Clinic",0,0,0,0,0,38,75,37,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0
01,Rajshahi,0112,,011205,,01,January,2025,3,"Gohalbari, UH&FWC",0,0,0,0,0,11,12,7,10,3,0,0,1,0,0,0,0,0,0,0,3,3,1,1,3,0,0
01,Rajshahi,0112,,011205,,01,January,2025,4,"Jambaria, UH&FWC",0,0,0,0,0,9,4,3,3,3,0,0,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0
01,Rajshahi,0112,,011205,,02,February,2025,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,02,February,2025,2,"Daldali, Sadar Clinic",0,0,0,0,0,36,44,27,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
01,Rajshahi,0112,,011205,,02,February,2025,3,"Gohalbari, UH&FWC",0,0,0,0,0,12,13,11,11,11,0,0,1,0,0,0,0,0,0,0,0,4,4,2,1,4,0
01,Rajshahi,0112,,011205,,02,February,2025,4,"Jambaria, UH&FWC",0,0,0,0,0,6,6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
01,Rajshahi,0112,,011205,,03,March,2025,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,2,2,1,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,03,March,2025,2,"Daldali, Sadar Clinic",0,0,0,0,0,26,36,23,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
01,Rajshahi,0112,,011205,,03,March,2025,3,"Gohalbari, UH&FWC",0,0,0,0,0,13,13,7,8,3,0,0,7,0,0,0,0,0,0,0,0,2,3,2,5,0,0
01,Rajshahi,0112,,011205,,03,March,2025,4,"Jambaria, UH&FWC",0,0,0,0,0,7,6,1,2,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0
01,Rajshahi,0112,,011205,,04,April,2025,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,04,April,2025,2,"Daldali, Sadar Clinic",0,0,0,0,0,34,40,22,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0
01,Rajshahi,0112,,011205,,04,April,2025,3,"Gohalbari, UH&FWC",0,0,0,0,0,9,8,9,7,2,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,7,0
01,Rajshahi,0112,,011205,,04,April,2025,4,"Jambaria, UH&FWC",0,0,0,0,0,3,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,05,May,2025,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,05,May,2025,2,"Daldali, Sadar Clinic",0,0,0,0,0,20,38,25,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0
01,Rajshahi,0112,,011205,,05,May,2025,3,"Gohalbari, UH&FWC",0,0,0,0,0,7,6,7,4,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,4,0
01,Rajshahi,0112,,011205,,05,May,2025,4,"Jambaria, UH&FWC",0,0,0,0,0,3,12,7,5,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
01,Rajshahi,0112,,011205,,06,June,2025,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,06,June,2025,2,"Daldali, Sadar Clinic",0,0,0,0,0,40,45,25,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
01,Rajshahi,0112,,011205,,06,June,2025,3,"Gohalbari, UH&FWC",0,0,0,0,0,8,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,0
01,Rajshahi,0112,,011205,,06,June,2025,4,"Jambaria, UH&FWC",0,0,0,0,0,1,3,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
01,Rajshahi,0112,,011205,,07,July,2025,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,07,July,2025,2,"Daldali, Sadar Clinic",0,0,0,0,0,27,34,22,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0
01,Rajshahi,0112,,011205,,07,July,2025,3,"Gohalbari, UH&FWC",0,0,0,0,0,11,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,8,0
01,Rajshahi,0112,,011205,,07,July,2025,4,"Jambaria, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,08,August,2025,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,08,August,2025,2,"Daldali, Sadar Clinic",0,0,0,0,0,31,47,27,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
01,Rajshahi,0112,,011205,,08,August,2025,3,"Gohalbari, UH&FWC",0,0,0,0,0,17,12,10,8,8,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,4,0
01,Rajshahi,0112,,011205,,08,August,2025,4,"Jambaria, UH&FWC",0,0,0,0,0,36,32,15,9,92,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0
01,Rajshahi,0112,,011205,,09,September,2025,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,09,September,2025,2,"Daldali, Sadar Clinic",0,0,0,0,0,34,44,27,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
01,Rajshahi,0112,,011205,,09,September,2025,3,"Gohalbari, UH&FWC",0,0,0,0,0,22,13,11,8,7,0,0,0,0,0,0,0,0,0,0,0,7,3,1,2,7,0
01,Rajshahi,0112,,011205,,09,September,2025,4,"Jambaria, UH&FWC",0,0,0,0,0,33,32,21,18,104,0,0,0,9,0,0,9,0,0,0,0,9,1,2,2,14,0
01,Rajshahi,0112,,011205,,10,October,2025,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,7,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0112,,011205,,10,October,2025,2,"Daldali, Sadar Clinic",0,0,0,0,0,22,32,22,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0
01,Rajshahi,0112,,011205,,10,October,2025,3,"Gohalbari, UH&FWC",0,0,0,0,0,21,19,5,5,5,0,0,0,5,0,0,5,0,0,0,0,5,4,5,3,5,0
01,Rajshahi,0112,,011205,,10,October,2025,4,"Jambaria, UH&FWC",0,0,0,0,0,42,33,21,23,119,0,0,0,8,0,0,8,0,0,0,0,8,0,0,0,8,0
01,Rajshahi,0113,,011301,,10,October,2024,1,"Durgapur, Sadar Clinic",0,0,0,0,0,75,43,31,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
01,Rajshahi,0113,,011301,,10,October,2024,2,"Deluabari, Rural Dispensary(RD)",0,0,0,0,0,9,17,10,8,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
01,Rajshahi,0113,,011301,,10,October,2024,3,"Pananagar, UH&FWC",0,0,0,0,0,35,21,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,10,October,2024,4,"Jhaluka, UH&FWC",0,0,0,0,0,37,9,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,10,October,2024,5,"Joynagar, UH&FWC",0,0,0,0,0,41,23,6,2,11,0,0,3,0,0,0,0,0,0,0,0,2,1,2,2,11,0
01,Rajshahi,0113,,011301,,10,October,2024,6,"Kismat Gankair, UH&FWC",0,0,0,0,0,10,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
01,Rajshahi,0113,,011301,,10,October,2024,7,"Maria, Others",0,0,0,0,0,17,20,14,8,22,0,0,4,0,0,0,0,0,0,0,0,0,0,2,26,22,0
01,Rajshahi,0113,,011301,,10,October,2024,8,"Noapara, UH&FWC",0,0,0,0,0,10,37,8,4,59,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,11,0
01,Rajshahi,0113,,011301,,11,November,2024,1,"Durgapur, Sadar Clinic",0,0,0,0,0,72,53,40,39,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0
01,Rajshahi,0113,,011301,,11,November,2024,2,"Deluabari, Rural Dispensary(RD)",0,0,0,0,0,14,13,24,8,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
01,Rajshahi,0113,,011301,,11,November,2024,3,"Pananagar, UH&FWC",0,0,0,0,0,29,15,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,11,November,2024,4,"Jhaluka, UH&FWC",0,0,0,0,0,45,14,3,1,4,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,3,0
01,Rajshahi,0113,,011301,,11,November,2024,5,"Joynagar, UH&FWC",0,0,0,0,0,30,29,8,3,9,0,0,4,0,0,0,0,0,0,0,0,1,3,3,3,9,0
01,Rajshahi,0113,,011301,,11,November,2024,6,"Kismat Gankair, UH&FWC",0,0,0,0,0,30,20,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
01,Rajshahi,0113,,011301,,11,November,2024,7,"Maria, Others",0,0,0,0,0,20,6,6,12,18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,0,0
01,Rajshahi,0113,,011301,,11,November,2024,8,"Noapara, UH&FWC",0,0,0,0,0,6,33,14,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,0
01,Rajshahi,0113,,011301,,12,December,2024,1,"Durgapur, Sadar Clinic",0,0,0,0,0,79,41,34,31,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01,Rajshahi,0113,,011301,,12,December,2024,2,"Deluabari, Rural Dispensary(RD)",0,0,0,0,0,23,19,14,12,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01,Rajshahi,0113,,011301,,12,December,2024,3,"Pananagar, UH&FWC",0,0,0,0,0,26,18,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,12,December,2024,4,"Jhaluka, UH&FWC",0,0,0,0,0,52,21,5,1,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,12,December,2024,5,"Joynagar, UH&FWC",0,0,0,0,0,30,27,6,4,9,0,0,1,0,0,0,0,0,0,0,0,1,3,4,1,9,0
01,Rajshahi,0113,,011301,,12,December,2024,6,"Kismat Gankair, UH&FWC",0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
01,Rajshahi,0113,,011301,,12,December,2024,7,"Maria, Others",0,0,0,0,0,12,15,11,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0
01,Rajshahi,0113,,011301,,12,December,2024,8,"Noapara, UH&FWC",0,0,0,0,0,8,18,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5
01,Rajshahi,0113,,011301,,01,January,2025,1,"Durgapur, Sadar Clinic",0,0,0,0,0,51,45,31,28,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
01,Rajshahi,0113,,011301,,01,January,2025,2,"Deluabari, Rural Dispensary(RD)",0,0,0,0,0,10,23,12,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,01,January,2025,3,"Pananagar, UH&FWC",0,0,0,0,0,20,18,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,01,January,2025,4,"Jhaluka, UH&FWC",0,0,0,0,0,32,15,4,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,5,5,0
01,Rajshahi,0113,,011301,,01,January,2025,5,"Joynagar, UH&FWC",0,0,0,0,0,24,21,5,2,10,0,0,1,0,0,0,0,0,0,0,0,1,4,2,3,6,0
01,Rajshahi,0113,,011301,,01,January,2025,6,"Kismat Gankair, UH&FWC",0,0,0,0,0,5,10,5,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
01,Rajshahi,0113,,011301,,01,January,2025,7,"Maria, Others",0,0,0,0,0,8,17,19,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,33,0
01,Rajshahi,0113,,011301,,01,January,2025,8,"Noapara, UH&FWC",0,0,0,0,0,11,35,9,4,59,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9,13,0
01,Rajshahi,0113,,011301,,02,February,2025,1,"Durgapur, Sadar Clinic",0,0,0,0,0,45,51,35,23,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
01,Rajshahi,0113,,011301,,02,February,2025,2,"Deluabari, Rural Dispensary(RD)",0,0,0,0,0,10,16,10,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,02,February,2025,3,"Pananagar, UH&FWC",0,0,0,0,0,19,11,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,02,February,2025,4,"Jhaluka, UH&FWC",0,0,0,0,0,15,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,02,February,2025,5,"Joynagar, UH&FWC",0,0,0,0,0,23,23,9,1,11,0,0,1,0,0,0,0,0,0,0,0,2,4,2,3,11,0
01,Rajshahi,0113,,011301,,02,February,2025,6,"Kismat Gankair, UH&FWC",0,0,0,0,0,2,10,6,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,02,February,2025,7,"Maria, Others",0,0,0,0,0,5,18,10,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,31,0
01,Rajshahi,0113,,011301,,02,February,2025,8,"Noapara, UH&FWC",0,0,0,0,0,10,14,5,3,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0
01,Rajshahi,0113,,011301,,03,March,2025,1,"Durgapur, Sadar Clinic",0,0,0,0,0,62,36,36,26,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,03,March,2025,2,"Deluabari, Rural Dispensary(RD)",0,0,0,0,0,11,14,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,03,March,2025,3,"Pananagar, UH&FWC",0,0,0,0,0,20,16,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,03,March,2025,4,"Jhaluka, UH&FWC",0,0,0,0,0,2,4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
01,Rajshahi,0113,,011301,,03,March,2025,5,"Joynagar, UH&FWC",0,0,0,0,0,22,19,10,4,17,0,0,4,0,0,0,0,0,0,0,0,2,5,4,5,17,0
01,Rajshahi,0113,,011301,,03,March,2025,6,"Kismat Gankair, UH&FWC",0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,03,March,2025,7,"Maria, Others",0,0,0,0,0,12,18,10,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0,0
01,Rajshahi,0113,,011301,,03,March,2025,8,"Noapara, UH&FWC",0,0,0,0,0,12,19,6,4,41,0,0,2,0,0,0,0,0,0,0,0,0,0,5,10,15,0
01,Rajshahi,0113,,011301,,04,April,2025,1,"Durgapur, Sadar Clinic",0,0,0,0,0,70,28,20,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,04,April,2025,2,"Deluabari, Rural Dispensary(RD)",0,0,0,0,0,12,13,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01,Rajshahi,0113,,011301,,04,April,2025,3,"Pananagar, UH&FWC",0,0,0,0,0,23,11,6,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,04,April,2025,4,"Jhaluka, UH&FWC",0,0,0,0,0,7,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
01,Rajshahi,0113,,011301,,04,April,2025,5,"Joynagar, UH&FWC",0,0,0,0,0,26,13,5,5,7,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,7,0
01,Rajshahi,0113,,011301,,04,April,2025,6,"Kismat Gankair, UH&FWC",0,0,0,0,0,10,7,1,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
01,Rajshahi,0113,,011301,,04,April,2025,7,"Maria, Others",0,0,0,0,0,7,13,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0
01,Rajshahi,0113,,011301,,04,April,2025,8,"Noapara, UH&FWC",0,0,0,0,0,8,17,11,4,40,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,12,0
01,Rajshahi,0113,,011301,,05,May,2025,1,"Durgapur, Sadar Clinic",0,0,0,0,0,63,36,23,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,05,May,2025,2,"Deluabari, Rural Dispensary(RD)",0,0,0,0,0,19,12,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
01,Rajshahi,0113,,011301,,05,May,2025,3,"Pananagar, UH&FWC",0,0,0,0,0,22,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,05,May,2025,4,"Jhaluka, UH&FWC",0,0,0,0,0,5,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0
01,Rajshahi,0113,,011301,,05,May,2025,5,"Joynagar, UH&FWC",0,0,0,0,0,20,20,4,2,11,0,0,0,0,0,0,0,0,0,0,0,2,8,4,2,11,0
01,Rajshahi,0113,,011301,,05,May,2025,6,"Kismat Gankair, UH&FWC",0,0,0,0,0,5,10,4,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,05,May,2025,7,"Maria, Others",0,0,0,0,0,5,9,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0
01,Rajshahi,0113,,011301,,05,May,2025,8,"Noapara, UH&FWC",0,0,0,0,0,11,22,4,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0
01,Rajshahi,0113,,011301,,06,June,2025,1,"Durgapur, Sadar Clinic",0,0,0,0,0,64,44,21,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,06,June,2025,2,"Deluabari, Rural Dispensary(RD)",0,0,0,0,0,4,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011301,,06,June,2025,3,"Pananagar, UH&FWC",0,0,0,0,0,17,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
