Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,Month_Code,Month_Name,Year,SI,Facility,No. of neonatal start KMC,No. of neonatal start KMC hospital delivery,No. of child discharge,No. of child discharge on request,No. of child discontinue KMC services,No. of child reffered for complication,No. of death received KMC services,No. of neonatal KMC followup,BCG (after birth),1/Child age 6 weeks,2/Child age 10 weeks,3/Child age 14 weeks,1/Child age 6 weeks (PCV),2/Child age 10 weeks (PCV),3/Child age 14 weeks (PCV),1/Child age 6 weeks (BOPV),2/Child age 10 weeks (BOPV),3/Child age 14 weeks (BOPV),1/Child age 6 weeks (IPV),2/Child age 14 weeks (IPV),1/Child age 9 months,2/Child age 15 months,Live Birth,Low birth weight Newborn (weight <2500gm),Low birth weight Newborn (weight <2000gm),Low birth weight Newborn (Before 37 weeks),Fresh,Macerated,Total still birth,Neo-Death Maternal,Maternal Death,Male,Female,Child Male (0-1)year,Child Female (0-5)year,Others,Total,Female (Outdoor),Child (0-1) year,Child (0-5) year,Total (Outdoor),No. of Facility Health Education,No. of School Health Education by SACMO
01,Rajshahi,0112,,011204,,05,May,2025,1,"Alatuli, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4
01,Rajshahi,0112,,011204,,05,May,2025,2,"Balidanga, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,5,17,0,92,0,0,0,,0,0
01,Rajshahi,0112,,011204,,05,May,2025,3,"Baragharia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,230,65,80,10,413,0,0,0,,4,4
01,Rajshahi,0112,,011204,,05,May,2025,4,"Char Anupnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,1,0,26,0,0,0,,0,4
01,Rajshahi,0112,,011204,,05,May,2025,5,"Char Bagdanga, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,11,13,15,48,0,0,0,,0,0
01,Rajshahi,0112,,011204,,05,May,2025,6,"Debinagar, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,39,20,24,0,114,0,0,0,,0,0
01,Rajshahi,0112,,011204,,05,May,2025,7,"Islampur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,122,11,50,199,0,0,0,,4,4
01,Rajshahi,0112,,011204,,05,May,2025,8,"Jhilim, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,28,154,46,54,44,326,0,0,0,,0,1
01,Rajshahi,0112,,011204,,05,May,2025,9,"Maharajpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0
01,Rajshahi,0112,,011204,,05,May,2025,10,"Narayanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,0,0,0,41,0,0,0,,0,0
01,Rajshahi,0112,,011204,,05,May,2025,11,"Ranihati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,2,8,0,35,0,0,0,,8,0
01,Rajshahi,0112,,011204,,05,May,2025,12,"Shahjahanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,4,12,0,44,0,0,0,,4,0
01,Rajshahi,0112,,011204,,05,May,2025,13,"Sundarpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0
01,Rajshahi,0112,,011204,,05,May,2025,14,"Khamar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,38,7,28,3,78,0,0,0,,4,0
01,Rajshahi,0112,,011204,,05,May,2025,15,"Nomo Shanker, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,,0,0
01,Rajshahi,0112,,011204,,05,May,2025,16,"Gobratola, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,65,0,19,0,84,0,0,0,,0,0
01,Rajshahi,0112,,011204,,05,May,2025,17,"Nawabganj, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,45,13,12,0,70,82,0,0,,0,0
01,Rajshahi,0112,,011204,,06,June,2025,1,"Alatuli, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,06,June,2025,2,"Balidanga, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,16,14,0,90,0,0,0,,0,0
01,Rajshahi,0112,,011204,,06,June,2025,3,"Baragharia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,165,27,17,3,230,0,0,0,,4,2
01,Rajshahi,0112,,011204,,06,June,2025,4,"Char Anupnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,14,2,1,0,19,0,0,0,,0,0
01,Rajshahi,0112,,011204,,06,June,2025,5,"Char Bagdanga, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,10,14,22,5,53,0,0,0,,0,0
01,Rajshahi,0112,,011204,,06,June,2025,6,"Debinagar, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,8,27,0,110,0,0,0,,0,0
01,Rajshahi,0112,,011204,,06,June,2025,7,"Islampur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,25,100,19,30,0,174,0,0,0,,4,4
01,Rajshahi,0112,,011204,,06,June,2025,8,"Jhilim, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,0,20,174,113,45,36,388,0,0,0,,0,0
01,Rajshahi,0112,,011204,,06,June,2025,9,"Maharajpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0
01,Rajshahi,0112,,011204,,06,June,2025,10,"Narayanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,06,June,2025,11,"Ranihati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,69,2,3,0,81,0,0,0,,4,4
01,Rajshahi,0112,,011204,,06,June,2025,12,"Shahjahanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,9,10,5,55,0,0,0,,0,0
01,Rajshahi,0112,,011204,,06,June,2025,13,"Sundarpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0
01,Rajshahi,0112,,011204,,06,June,2025,14,"Khamar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,35,4,6,5,53,0,0,0,,4,0
01,Rajshahi,0112,,011204,,06,June,2025,15,"Nomo Shanker, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,06,June,2025,16,"Gobratola, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,53,3,20,0,76,0,0,0,,0,0
01,Rajshahi,0112,,011204,,06,June,2025,17,"Nawabganj, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,134,17,9,0,160,65,0,0,,7,0
01,Rajshahi,0112,,011204,,07,July,2025,1,"Alatuli, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,07,July,2025,2,"Balidanga, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,07,July,2025,3,"Baragharia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,129,20,28,3,225,0,0,0,,4,4
01,Rajshahi,0112,,011204,,07,July,2025,4,"Char Anupnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,60,2,9,0,82,0,0,0,,0,4
01,Rajshahi,0112,,011204,,07,July,2025,5,"Char Bagdanga, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,27,9,8,13,59,0,0,0,,4,0
01,Rajshahi,0112,,011204,,07,July,2025,6,"Debinagar, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,20,25,0,105,0,0,0,,0,0
01,Rajshahi,0112,,011204,,07,July,2025,7,"Islampur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,25,165,15,35,0,240,0,0,0,,4,4
01,Rajshahi,0112,,011204,,07,July,2025,8,"Jhilim, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,97,159,72,73,23,424,0,0,0,,0,3
01,Rajshahi,0112,,011204,,07,July,2025,9,"Maharajpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,30,5,0,7,42,0,0,0,,4,0
01,Rajshahi,0112,,011204,,07,July,2025,10,"Narayanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,07,July,2025,11,"Ranihati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,63,5,7,0,79,0,0,0,,4,4
01,Rajshahi,0112,,011204,,07,July,2025,12,"Shahjahanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,07,July,2025,13,"Sundarpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,07,July,2025,14,"Khamar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,12,14,2,96,0,0,0,,4,0
01,Rajshahi,0112,,011204,,07,July,2025,15,"Nomo Shanker, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,07,July,2025,16,"Gobratola, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,13,0,43,0,0,0,,0,0
01,Rajshahi,0112,,011204,,07,July,2025,17,"Nawabganj, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,125,18,7,0,150,87,0,0,,0,0
01,Rajshahi,0112,,011204,,08,August,2025,1,"Alatuli, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,08,August,2025,2,"Balidanga, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,08,August,2025,3,"Baragharia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,135,18,19,0,199,0,0,0,,4,4
01,Rajshahi,0112,,011204,,08,August,2025,4,"Char Anupnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,0,0,14,0,0,0,,0,0
01,Rajshahi,0112,,011204,,08,August,2025,5,"Char Bagdanga, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,18,4,10,5,38,0,0,0,,4,0
01,Rajshahi,0112,,011204,,08,August,2025,6,"Debinagar, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,08,August,2025,7,"Islampur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,32,221,28,35,0,316,0,0,0,,4,4
01,Rajshahi,0112,,011204,,08,August,2025,8,"Jhilim, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,32,141,76,49,55,353,0,0,0,,0,0
01,Rajshahi,0112,,011204,,08,August,2025,9,"Maharajpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,08,August,2025,10,"Narayanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,08,August,2025,11,"Ranihati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,47,1,5,0,63,0,0,0,,4,4
01,Rajshahi,0112,,011204,,08,August,2025,12,"Shahjahanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,0,27,0,0,0,,0,0
01,Rajshahi,0112,,011204,,08,August,2025,13,"Sundarpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,08,August,2025,14,"Khamar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,1,1,1,24,0,0,0,,4,0
01,Rajshahi,0112,,011204,,08,August,2025,15,"Nomo Shanker, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,08,August,2025,16,"Gobratola, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,08,August,2025,17,"Nawabganj, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,46,0,28,0,74,75,0,0,,0,0
01,Rajshahi,0112,,011204,,09,September,2025,1,"Alatuli, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,09,September,2025,2,"Balidanga, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,09,September,2025,3,"Baragharia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,82,10,22,5,144,0,0,0,,4,4
01,Rajshahi,0112,,011204,,09,September,2025,4,"Char Anupnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,3,0,14,0,0,0,,0,4
01,Rajshahi,0112,,011204,,09,September,2025,5,"Char Bagdanga, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,9,6,11,4,32,0,0,0,,4,0
01,Rajshahi,0112,,011204,,09,September,2025,6,"Debinagar, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,09,September,2025,7,"Islampur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19,200,7,20,0,246,0,0,0,,4,4
01,Rajshahi,0112,,011204,,09,September,2025,8,"Jhilim, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,22,157,83,63,58,383,0,0,0,,0,3
01,Rajshahi,0112,,011204,,09,September,2025,9,"Maharajpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0
01,Rajshahi,0112,,011204,,09,September,2025,10,"Narayanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,09,September,2025,11,"Ranihati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,47,3,10,0,69,0,0,0,,4,4
01,Rajshahi,0112,,011204,,09,September,2025,12,"Shahjahanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,41,3,31,0,96,0,0,0,,0,0
01,Rajshahi,0112,,011204,,09,September,2025,13,"Sundarpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,09,September,2025,14,"Khamar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,30,5,5,2,42,0,0,0,,4,0
01,Rajshahi,0112,,011204,,09,September,2025,15,"Nomo Shanker, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,09,September,2025,16,"Gobratola, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,09,September,2025,17,"Nawabganj, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,35,4,5,0,44,0,0,0,,0,0
01,Rajshahi,0112,,011204,,10,October,2025,1,"Alatuli, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,10,October,2025,2,"Balidanga, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,10,October,2025,3,"Baragharia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,76,26,28,0,178,0,0,0,,4,4
01,Rajshahi,0112,,011204,,10,October,2025,4,"Char Anupnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,,0,2
01,Rajshahi,0112,,011204,,10,October,2025,5,"Char Bagdanga, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,7,12,10,45,0,0,0,,0,0
01,Rajshahi,0112,,011204,,10,October,2025,6,"Debinagar, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,10,October,2025,7,"Islampur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,20,150,10,20,0,200,0,0,0,,4,4
01,Rajshahi,0112,,011204,,10,October,2025,8,"Jhilim, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0,0,0,19,140,83,23,38,303,0,0,0,,0,0
01,Rajshahi,0112,,011204,,10,October,2025,9,"Maharajpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,10,October,2025,10,"Narayanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,10,October,2025,11,"Ranihati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,43,3,11,0,63,0,0,0,,4,4
01,Rajshahi,0112,,011204,,10,October,2025,12,"Shahjahanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,49,3,40,0,123,0,0,0,,0,0
01,Rajshahi,0112,,011204,,10,October,2025,13,"Sundarpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,10,October,2025,14,"Khamar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,16,5,8,2,32,0,0,0,,4,0
01,Rajshahi,0112,,011204,,10,October,2025,15,"Nomo Shanker, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,10,October,2025,16,"Gobratola, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0112,,011204,,10,October,2025,17,"Nawabganj, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,,0,0
01,Rajshahi,0112,,011205,,10,October,2024,1,"Bholahat, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,20,22,0,86,0,0,0,,0,0
01,Rajshahi,0112,,011205,,10,October,2024,2,"Daldali, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,392,37,63,0,494,0,0,0,,0,0
01,Rajshahi,0112,,011205,,10,October,2024,3,"Gohalbari, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,581,43,81,0,906,0,0,0,,4,4
