Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,SI,Facility,1st Dose,2nd Dose,3rd Dose,4th Dose,5th Dose,1st Visit,2nd Visit,3rd Visit,4th Visit,Counseling on Post partum FP method,No. of mother Suffering from APH,Inj.antenatal costeroides in(24-34 weeks),No.of Pregnant mother Receive Misoprostol,Normal,C-Section,Others (Forcep/Vacuum/Breech),No. of delivery followed (AMTSL),No. of mother uses Partograph,No. of mother Suffering from IPH,No. of services post abortion care,No. of pre-eclampsia patient,1st Visit (PNC),2nd Visit (PNC),3rd Visit (PNC),4th Visit (PNC),No. of mother counseled on FP method after Postpartum,No. of mother suffering from PPH after Delivery
02,Khulna,0207,Jashore,020704,Keshobpur,9,"Trimohini, UH&FWC",0,0,0,0,0,572,184,104,162,1019,0,0,16,6,0,0,6,2,0,0,0,213,30,0,50,214,0
02,Khulna,0207,Jashore,020705,Bagherpara,1,"Bandabilla, UH&FWC",0,0,0,0,0,175,63,19,16,43,0,0,2,0,0,0,0,0,0,0,0,0,0,2,21,16,0
02,Khulna,0207,Jashore,020705,Bagherpara,2,"Basuari, UH&FWC",0,0,0,0,0,189,55,31,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0
02,Khulna,0207,Jashore,020705,Bagherpara,3,"Darajhat, Sadar Clinic",0,0,0,0,0,217,70,33,14,38,0,0,1,0,0,0,0,0,0,0,0,0,0,6,23,17,0
02,Khulna,0207,Jashore,020705,Bagherpara,4,"Dhalgram, UH&FWC",0,0,0,0,0,265,64,29,11,122,0,1,0,0,0,0,0,0,0,0,0,0,3,9,41,49,0
02,Khulna,0207,Jashore,020705,Bagherpara,5,"Dohakula, UH&FWC",0,0,0,0,0,267,63,26,22,111,0,0,0,0,0,0,0,0,0,0,0,0,1,8,42,48,0
02,Khulna,0207,Jashore,020705,Bagherpara,6,"Jaharpur, UH&FWC",0,0,0,0,0,149,91,36,24,83,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43,44,0
02,Khulna,0207,Jashore,020705,Bagherpara,7,"Jamdia, Rural Dispensary(RD)",0,0,0,0,0,398,202,98,41,283,0,0,0,2,0,0,2,2,0,0,0,2,1,32,84,119,0
02,Khulna,0207,Jashore,020705,Bagherpara,8,"Narikelbaria, UH&FWC",0,0,0,0,0,345,79,50,16,79,0,0,1,9,0,0,9,5,0,0,0,9,10,16,37,38,4
02,Khulna,0207,Jashore,020705,Bagherpara,9,"Roypur, UH&FWC",0,0,0,0,16,222,104,56,22,69,0,0,1,0,0,0,0,0,0,0,0,0,0,3,40,22,0
02,Khulna,0207,Jashore,020706,Monirampur,1,"Monirampur MCH, MCH-FP Unit",0,0,0,0,0,74,33,24,26,156,0,0,0,0,0,0,0,0,0,0,0,0,11,13,23,47,0
02,Khulna,0207,Jashore,020706,Monirampur,2,"Bhojgati, UH&FWC",0,0,0,0,0,70,158,44,14,286,0,0,1,0,0,0,0,0,0,0,0,0,1,22,77,98,0
02,Khulna,0207,Jashore,020706,Monirampur,3,"Chaluahati, UH&FWC",0,0,0,0,0,54,71,70,36,227,28,0,9,0,0,0,0,0,0,0,0,4,68,88,121,262,0
02,Khulna,0207,Jashore,020706,Monirampur,4,"Dhakuria, UH&FWC",0,0,0,0,0,124,84,52,26,286,0,0,44,4,0,0,4,0,0,0,0,4,4,7,143,158,0
02,Khulna,0207,Jashore,020706,Monirampur,5,"Durbadanga, UH&FWC",0,0,0,0,0,109,57,23,10,200,0,0,6,2,0,0,2,0,0,0,0,2,2,5,4,9,0
02,Khulna,0207,Jashore,020706,Monirampur,6,"Haridaskati, UH&FWC",0,0,0,0,0,202,60,63,69,408,0,0,10,6,0,0,6,1,0,0,0,6,39,54,61,161,0
02,Khulna,0207,Jashore,020706,Monirampur,7,"Hariharnagar, UH&FWC",0,0,0,0,0,76,50,44,38,207,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,185,0
02,Khulna,0207,Jashore,020706,Monirampur,8,"Jhanpa, UH&FWC",0,0,0,0,0,213,133,109,103,558,0,0,0,12,0,0,12,1,1,0,0,12,65,73,69,540,0
02,Khulna,0207,Jashore,020706,Monirampur,9,"Khanpur, UH&FWC",0,0,0,0,0,89,58,48,28,227,0,0,1,0,0,0,0,0,0,0,0,0,33,17,30,69,0
02,Khulna,0207,Jashore,020706,Monirampur,10,"Kheda Para, UH&FWC",0,0,20,20,13,50,22,21,6,52,0,0,5,0,0,0,0,0,0,0,0,0,6,6,6,12,0
02,Khulna,0207,Jashore,020706,Monirampur,11,"Kashimnagar, UH&FWC",0,0,0,0,0,146,118,64,97,295,0,0,0,0,0,0,0,0,0,0,0,0,0,9,90,81,0
02,Khulna,0207,Jashore,020706,Monirampur,12,"Kultia, UH&FWC",0,0,0,0,0,44,57,50,47,198,0,0,1,0,0,0,0,0,0,0,0,3,36,26,36,182,0
02,Khulna,0207,Jashore,020706,Monirampur,13,"Manirampur, UH&FWC",7,9,6,7,16,156,119,76,35,317,0,0,9,1,0,0,1,0,0,0,0,1,95,70,78,223,0
02,Khulna,0207,Jashore,020706,Monirampur,14,"Manoharpur, UH&FWC",0,0,0,0,0,23,29,13,16,82,0,0,8,0,0,0,0,0,0,0,0,1,14,13,15,82,0
02,Khulna,0207,Jashore,020706,Monirampur,15,"Maswimnagar, UH&FWC",0,0,0,0,0,36,53,62,42,193,0,0,5,0,0,0,0,0,0,0,0,0,28,50,36,106,0
02,Khulna,0207,Jashore,020706,Monirampur,16,"Nehalpur, UH&FWC",0,0,0,0,0,243,113,45,25,401,0,0,0,6,0,0,6,2,0,0,0,6,3,11,8,16,0
02,Khulna,0207,Jashore,020706,Monirampur,17,"Rohita, UH&FWC",0,0,0,0,0,142,150,131,72,324,0,0,0,0,0,0,0,0,0,0,0,0,4,15,348,371,0
02,Khulna,0207,Jashore,020706,Monirampur,18,"Shyamkur, UH&FWC",0,0,0,0,0,98,81,97,126,402,0,0,0,8,0,0,8,6,0,0,0,11,7,30,83,154,0
02,Khulna,0207,Jashore,020706,Monirampur,19,"Monirampur Sadar, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,Jashore,020707,Abhaynagar,1,"Abhaynagar, Sadar Clinic",0,0,0,0,0,100,76,64,62,63,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,10,0
02,Khulna,0207,Jashore,020707,Abhaynagar,2,"Baghutia, UH&FWC",0,0,0,0,0,191,51,63,12,317,0,0,0,0,0,0,0,0,0,0,0,0,21,25,23,53,0
02,Khulna,0207,Jashore,020707,Abhaynagar,3,"Payra, UH&FWC",0,0,0,0,0,244,45,29,55,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,Jashore,020707,Abhaynagar,4,"Siddhipasha, UH&FWC",0,0,0,0,0,163,48,25,13,250,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2,0
02,Khulna,0207,Jashore,020707,Abhaynagar,5,"Sreedharpur, Rural Dispensary(RD)",0,0,0,0,0,28,28,21,13,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0
02,Khulna,0207,Jashore,020707,Abhaynagar,6,"prambag, UH&FWC",0,0,0,0,0,381,174,82,24,620,5,0,0,13,0,0,13,13,0,0,0,13,1,7,55,76,0
02,Khulna,0207,Jashore,020707,Abhaynagar,7,"SUNDALI, Others",0,0,0,0,0,210,60,36,25,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
02,Khulna,0207,Jashore,020707,Abhaynagar,8,"CHALISIYA, UH&FWC",0,0,0,0,0,90,39,30,31,102,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,16,0
02,Khulna,0207,Jashore,020707,Abhaynagar,9,"Subarara, UH&FWC",0,0,0,0,0,383,143,81,50,657,0,0,0,0,0,0,0,0,0,0,0,0,35,40,37,112,0
02,Khulna,0207,Jashore,020707,Abhaynagar,10,"Singair, Abhaynagar, MCWC",0,0,0,0,0,145,114,61,49,428,0,0,0,0,0,0,0,0,0,0,0,0,3,26,52,398,0
02,Khulna,0207,Jashore,020708,Chowgachha,1,"Chowgachha, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,Jashore,020708,Chowgachha,2,"Chaugachha Sadar, UH&FWC",0,0,0,0,0,359,260,347,452,506,0,0,33,230,0,0,230,0,0,0,0,230,99,169,220,415,0
02,Khulna,0207,Jashore,020708,Chowgachha,3,"Dhuliani, UH&FWC",0,0,0,0,0,57,30,18,17,122,0,0,3,1,0,0,1,0,0,0,0,1,2,2,21,15,0
02,Khulna,0207,Jashore,020708,Chowgachha,4,"Hakimpur, UH&FWC",0,0,0,0,0,45,39,31,25,143,0,0,8,0,0,0,0,0,0,0,0,0,0,8,29,35,0
02,Khulna,0207,Jashore,020708,Chowgachha,5,"Jagadishpur, Rural Dispensary(RD)",0,0,0,0,0,96,86,68,58,295,0,0,11,0,0,0,0,0,0,0,0,0,0,26,62,88,0
02,Khulna,0207,Jashore,020708,Chowgachha,6,"Narayanpur, UH&FWC",0,0,0,0,0,32,6,2,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,Jashore,020708,Chowgachha,7,"Pashapole, UH&FWC",0,0,0,0,0,57,30,15,9,111,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0207,Jashore,020708,Chowgachha,8,"Patibila, UH&FWC",0,0,0,0,0,59,33,25,25,142,0,0,4,5,0,0,5,0,0,0,0,6,7,0,17,14,0
02,Khulna,0207,Jashore,020708,Chowgachha,9,"Phulsara, UH&FWC",0,0,0,0,0,275,103,43,48,422,0,0,12,0,0,0,0,0,0,0,0,8,0,0,2,0,0
02,Khulna,0207,Jashore,020708,Chowgachha,10,"Singhajhuli, UH&FWC",0,0,0,0,0,56,20,11,14,86,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0
02,Khulna,0207,Jashore,020708,Chowgachha,11,"Sukpukhuria, UH&FWC",3,3,2,2,10,34,33,24,20,102,0,0,9,0,0,0,0,0,0,0,0,0,0,3,21,24,0
02,Khulna,0207,Jashore,020708,Chowgachha,12,"Swarupdaha, UH&FWC",0,0,0,0,0,197,79,58,64,320,0,0,7,1,0,0,1,0,0,0,0,1,0,0,74,39,0
02,Khulna,0208,Khulna,020801,Digholia,1,"Digholia, Sadar Clinic",0,0,0,0,0,211,208,129,74,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0208,Khulna,020801,Digholia,2,"Dhigolia, UH&FWC",0,0,0,0,0,283,245,184,127,817,0,0,0,7,0,0,7,2,0,0,1,7,1,40,237,265,0
02,Khulna,0208,Khulna,020801,Digholia,3,"Barakpur, UH&FWC",0,0,0,0,0,577,391,253,162,1348,0,0,0,50,0,0,50,44,0,0,0,50,53,81,267,414,0
02,Khulna,0208,Khulna,020801,Digholia,4,"Gazirhat, UH&FWC",0,0,0,0,0,380,247,117,107,766,0,0,0,16,0,0,16,4,0,0,0,20,57,77,48,189,0
02,Khulna,0208,Khulna,020801,Digholia,5,"Shenhati, Rural Dispensary(RD)",0,0,0,0,0,362,291,167,51,701,0,0,0,0,0,0,0,0,0,0,0,0,0,78,109,70,0
02,Khulna,0208,Khulna,020801,Digholia,6,"Aronggatha, UH&FWC",0,0,0,0,0,261,165,161,61,605,0,0,9,5,0,0,5,2,0,3,0,5,1,23,35,69,0
02,Khulna,0208,Khulna,020801,Digholia,7,"Jogipol, Others",0,0,0,0,0,13,8,5,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0
02,Khulna,0208,Khulna,020801,Digholia,8,"Pabla, Others",0,0,0,0,0,471,138,60,33,152,0,0,0,0,0,0,0,0,0,0,0,0,0,18,48,109,0
02,Khulna,0208,Khulna,020801,Digholia,9,"Moheshor Pasha, Others",0,0,0,0,0,89,63,31,11,90,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,18,0
02,Khulna,0208,Khulna,020801,Digholia,10,"Uttar Khalishpur, Others",10,7,5,6,28,108,95,84,54,333,0,0,5,0,0,0,0,0,0,0,0,0,2,15,9,9,0
02,Khulna,0208,Khulna,020801,Digholia,11,"Dakkhin Khalishpur, Others",0,0,0,0,0,51,62,51,50,205,0,0,7,0,0,0,0,0,0,0,0,0,2,13,10,19,0
02,Khulna,0208,Khulna,020801,Digholia,12,"Goalpara, Others",0,0,0,0,0,61,70,65,62,253,0,0,6,0,0,0,0,0,0,0,0,0,1,10,12,18,0
02,Khulna,0208,Khulna,020801,Digholia,13,"Boyra, Others",0,0,0,0,0,87,66,41,23,156,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,20,0
02,Khulna,0208,Khulna,020802,Dumuria,1,"Dumuria, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0208,Khulna,020802,Dumuria,2,"Atlia, UH&FWC",0,0,0,0,0,226,79,24,7,87,20,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,0
02,Khulna,0208,Khulna,020802,Dumuria,3,"Bhandar, UH&FWC",0,0,0,0,0,156,73,24,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,23,0
02,Khulna,0208,Khulna,020802,Dumuria,4,"Dhamalia, UH&FWC",0,0,0,0,0,474,264,124,42,412,0,0,2,6,0,0,6,6,0,0,0,6,6,114,109,383,0
02,Khulna,0208,Khulna,020802,Dumuria,5,"Dumuria, Sadar Clinic",0,0,0,0,0,222,187,99,59,346,0,0,0,0,0,0,0,0,0,0,0,0,10,73,260,279,0
02,Khulna,0208,Khulna,020802,Dumuria,6,"Gutudia, UH&FWC",0,0,0,0,0,153,78,76,20,69,9,0,0,0,0,0,0,0,0,0,0,0,13,29,43,41,0
02,Khulna,0208,Khulna,020802,Dumuria,7,"Kharnia, UH&FWC",0,0,0,0,0,173,77,40,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
02,Khulna,0208,Khulna,020802,Dumuria,8,"Maguraghona, UH&FWC",0,0,0,0,0,382,146,147,192,877,0,0,0,2,0,0,2,2,0,0,0,2,52,184,215,514,0
02,Khulna,0208,Khulna,020802,Dumuria,9,"Magurkhali, UH&FWC",0,0,0,0,0,157,48,23,9,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,121,7
02,Khulna,0208,Khulna,020802,Dumuria,10,"Raghunathpur, UH&FWC",0,0,0,0,0,344,268,239,53,0,0,0,0,5,0,0,5,5,0,0,0,5,2,148,269,0,0
02,Khulna,0208,Khulna,020802,Dumuria,11,"Rangpur, UH&FWC",0,0,0,0,0,362,169,65,26,97,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,53,0
02,Khulna,0208,Khulna,020802,Dumuria,12,"Rudaghara, UH&FWC",0,0,0,0,0,287,196,108,57,231,14,0,0,4,0,0,4,4,0,6,0,4,23,35,18,24,0
02,Khulna,0208,Khulna,020802,Dumuria,13,"Sahas, UH&FWC",0,0,0,0,0,442,142,88,76,388,49,0,0,54,0,0,54,54,0,0,0,62,54,44,33,20,0
02,Khulna,0208,Khulna,020802,Dumuria,14,"Sarappur, UH&FWC",0,0,0,0,0,75,49,29,23,150,0,0,0,0,0,0,0,0,0,0,0,0,0,12,56,112,0
02,Khulna,0208,Khulna,020802,Dumuria,15,"Sobhana, UH&FWC",0,0,0,0,0,129,294,234,78,735,0,0,0,0,0,0,0,0,0,0,0,0,6,79,230,265,0
02,Khulna,0208,Khulna,020803,Khulna Sadar,1,"Equbal Nagar, UH&FWC",0,0,0,0,0,33,29,23,17,102,0,2,4,0,0,0,0,0,0,0,0,0,0,7,19,7,0
02,Khulna,0208,Khulna,020803,Khulna Sadar,2,"Mohamad Nagar, UH&FWC",0,0,0,0,0,25,72,63,109,270,0,0,1,0,0,0,0,0,0,0,0,0,64,29,72,172,0
02,Khulna,0208,Khulna,020803,Khulna Sadar,3,"Liakat Nagar, UH&FWC",0,0,0,0,0,90,52,19,26,133,0,0,2,0,0,0,0,0,0,0,0,0,0,35,31,36,0
02,Khulna,0208,Khulna,020803,Khulna Sadar,4,"Jinna Nagar, UH&FWC",0,0,0,0,0,11,49,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,170,48,12,0,0
02,Khulna,0208,Khulna,020803,Khulna Sadar,5,"Mohasibad, UH&FWC",0,0,0,0,0,61,33,19,14,85,0,0,3,0,0,0,0,0,0,0,0,0,0,24,26,12,0
02,Khulna,0208,Khulna,020803,Khulna Sadar,6,"Islamabad, UH&FWC",0,0,0,0,0,14,7,6,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0208,Khulna,020803,Khulna Sadar,7,"Nazrul Nagar, UH&FWC",0,0,0,0,0,39,28,23,21,105,0,0,1,0,0,0,0,0,0,0,0,0,1,3,10,0,0
02,Khulna,0208,Khulna,020803,Khulna Sadar,8,"Jhanabad, UH&FWC",0,0,0,0,0,17,2,5,13,12,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,8,0
02,Khulna,0208,Khulna,020803,Khulna Sadar,9,"Khulna, MCWC",26,29,203,126,89,2239,1168,948,648,11823,0,0,5,622,154,0,622,631,0,0,0,776,776,213,225,10765,0
02,Khulna,0208,Khulna,020804,Dacope,1,"Bajua, UH&FWC",0,0,0,0,0,40,21,17,12,84,0,0,14,0,0,0,0,0,0,0,0,0,5,7,6,18,0
02,Khulna,0208,Khulna,020804,Dacope,2,"Banisanta, UH&FWC",0,0,0,0,0,28,28,18,8,76,0,0,10,0,0,0,0,0,0,0,0,2,4,4,5,12,0
02,Khulna,0208,Khulna,020804,Dacope,3,"Chalna, Sadar Clinic",0,0,0,0,0,69,22,9,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0208,Khulna,020804,Dacope,4,"Dacope, UH&FWC",0,0,0,0,0,0,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
02,Khulna,0208,Khulna,020804,Dacope,5,"Kailashganj, UH&FWC",0,0,0,0,0,53,47,32,25,157,0,0,6,0,0,0,0,0,0,0,0,3,5,10,5,23,0
02,Khulna,0208,Khulna,020804,Dacope,6,"Kamarkhola, UH&FWC",0,0,0,0,0,103,60,38,25,130,0,0,29,0,0,0,0,0,0,0,0,0,0,59,63,132,0
02,Khulna,0208,Khulna,020804,Dacope,7,"Laudobe, UH&FWC",0,0,0,0,0,138,88,55,54,272,22,0,129,26,0,0,26,4,0,16,0,28,29,57,140,271,0
02,Khulna,0208,Khulna,020804,Dacope,8,"Sutarkhali, UH&FWC",0,0,0,0,0,16,11,4,0,17,0,0,30,0,0,0,0,0,0,0,0,3,2,7,7,17,0
02,Khulna,0208,Khulna,020804,Dacope,9,"Tildanga, UH&FWC",0,0,0,0,0,89,40,38,30,86,0,0,26,0,0,0,0,0,0,20,0,1,8,11,48,79,0
02,Khulna,0208,Khulna,020805,Terokhada,1,"Ajugara, Rural Dispensary(RD)",0,0,0,0,0,55,60,52,29,121,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,10,0
02,Khulna,0208,Khulna,020805,Terokhada,2,"Barasat, UH&FWC",0,0,0,0,0,56,85,32,8,41,0,0,13,0,0,0,0,0,0,0,0,0,1,6,9,0,0
02,Khulna,0208,Khulna,020805,Terokhada,3,"Madhupur, UH&FWC",0,0,0,0,0,128,153,138,71,490,0,0,2,0,0,0,0,0,0,0,0,0,13,23,26,86,0
02,Khulna,0208,Khulna,020805,Terokhada,4,"Sachiadah, UH&FWC",0,0,0,0,0,21,27,23,15,6,0,0,18,0,0,0,0,0,2,3,0,0,0,1,13,18,0
02,Khulna,0208,Khulna,020805,Terokhada,5,"Sagladah, UH&FWC",0,0,0,0,0,112,159,89,67,258,0,0,26,24,0,0,24,1,0,0,4,25,25,48,64,34,0
02,Khulna,0208,Khulna,020805,Terokhada,6,"Terokhada, Sadar Clinic",0,0,0,0,0,99,112,55,28,157,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0
02,Khulna,0208,Khulna,020806,Fultala,1,"Damodar, Sadar Clinic",0,0,0,0,0,324,209,88,32,195,0,0,0,0,0,0,0,0,0,0,0,16,39,109,139,119,0
02,Khulna,0208,Khulna,020806,Fultala,2,"Dhopakhola, UH&FWC",0,0,0,0,0,106,92,48,25,275,21,0,15,1,0,0,1,0,0,0,0,5,9,42,38,90,0
02,Khulna,0208,Khulna,020806,Fultala,3,"Jamira, UH&FWC",0,0,0,0,0,165,313,263,94,829,0,0,0,0,0,0,0,0,0,0,0,0,0,141,199,318,0
02,Khulna,0208,Khulna,020806,Fultala,4,"RD, Phultala, Rural Dispensary(RD)",0,0,0,0,0,167,285,202,120,737,0,0,3,0,0,0,0,0,0,0,0,0,9,91,121,217,0
02,Khulna,0208,Khulna,020806,Fultala,5,"Atragilatala, UH&FWC",0,0,0,0,0,303,195,158,113,770,0,0,2,7,0,0,7,1,0,0,0,7,13,37,52,181,0
02,Khulna,0208,Khulna,020807,Batiaghata,1,"Amirpur, UH&FWC",0,0,0,0,0,325,137,101,113,198,0,0,0,58,0,0,58,47,0,0,0,65,37,16,69,126,0
02,Khulna,0208,Khulna,020807,Batiaghata,2,"Baliadanga, UH&FWC",0,0,0,0,0,85,124,56,58,243,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,273,0
02,Khulna,0208,Khulna,020807,Batiaghata,3,"Batiaghata, Others",0,0,0,0,0,131,51,23,16,137,0,0,0,0,0,0,0,0,0,0,0,0,41,76,47,124,0
02,Khulna,0208,Khulna,020807,Batiaghata,4,"Bhanderkote, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0208,Khulna,020807,Batiaghata,5,"Gangarampur, UH&FWC",0,0,0,0,0,87,87,44,42,192,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,205,0
02,Khulna,0208,Khulna,020807,Batiaghata,6,"Jalma, Others",0,0,0,0,0,490,124,48,23,685,0,0,0,0,0,0,0,0,0,0,0,22,75,179,128,424,0
02,Khulna,0208,Khulna,020807,Batiaghata,7,"Surkhali, Rural Dispensary(RD)",0,0,0,0,0,108,29,17,11,35,0,0,0,0,0,0,0,0,0,0,0,0,22,11,13,0,0
02,Khulna,0208,Khulna,020808,Paikgachha,1,"Paikgachha, Sadar Clinic",0,0,0,0,0,146,106,96,105,435,0,0,3,0,0,0,0,0,0,0,0,0,1,56,142,177,0
02,Khulna,0208,Khulna,020808,Paikgachha,2,"Chandkhali, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0208,Khulna,020808,Paikgachha,3,"Deluti, UH&FWC",0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0208,Khulna,020808,Paikgachha,4,"Gadaipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0208,Khulna,020808,Paikgachha,5,"Garuikhali, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0208,Khulna,020808,Paikgachha,6,"Haridhali, UH&FWC",0,0,0,0,0,97,50,22,15,184,0,0,3,0,0,0,0,0,0,0,0,0,0,7,24,21,0
02,Khulna,0208,Khulna,020808,Paikgachha,7,"Kapilmuni, Rural Dispensary(RD)",0,0,0,0,0,395,195,116,84,790,0,0,5,28,0,0,28,9,4,2,2,28,35,43,64,144,2
02,Khulna,0208,Khulna,020808,Paikgachha,8,"Laskar, UH&FWC",0,0,0,0,0,41,34,25,4,65,0,0,3,0,0,0,0,0,0,0,0,0,0,4,40,75,0
02,Khulna,0208,Khulna,020808,Paikgachha,9,"Lata, UH&FWC",0,0,0,0,0,56,65,42,19,142,0,0,7,0,0,0,0,0,0,0,0,0,1,18,45,47,0
02,Khulna,0208,Khulna,020808,Paikgachha,10,"Ratuli, Rural Dispensary(RD)",0,0,0,0,0,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
02,Khulna,0208,Khulna,020808,Paikgachha,11,"Sholadana, UH&FWC",0,0,0,0,0,94,40,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
02,Khulna,0208,Khulna,020808,Paikgachha,12,"Debdowar, Paikgachha, MCWC",0,0,0,0,0,84,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,0,0
02,Khulna,0208,Khulna,020809,Rupsha,1,"Rupsha, Sadar Clinic",0,0,0,0,0,79,111,86,70,257,0,0,23,0,0,0,0,0,0,0,0,0,98,79,73,254,0
02,Khulna,0208,Khulna,020809,Rupsha,2,"Aijganti, UH&FWC",0,0,0,0,0,522,231,108,84,382,0,0,20,11,0,0,11,0,1,0,0,12,20,58,127,287,1
02,Khulna,0208,Khulna,020809,Rupsha,3,"Ghatbhogh, UH&FWC",0,0,0,0,0,313,103,136,178,766,0,0,22,18,0,0,18,0,0,0,0,18,35,129,211,293,0
02,Khulna,0208,Khulna,020809,Rupsha,4,"Naihati, UH&FWC",0,0,0,0,0,613,314,277,296,1657,0,0,15,33,0,0,33,0,0,22,0,33,172,248,366,829,0
02,Khulna,0208,Khulna,020809,Rupsha,5,"Sreefaltala, UH&FWC",0,0,0,0,0,374,123,73,118,608,0,0,12,0,0,0,0,0,0,0,0,0,21,39,105,137,0
02,Khulna,0208,Khulna,020809,Rupsha,6,"T.S. Bahirdia, UH&FWC",0,0,0,0,0,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Khulna,0208,Khulna,020810,Koyra,1,"Amadi, Sadar Clinic",0,0,0,0,0,9,27,21,6,13,3,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6,0
02,Khulna,0208,Khulna,020810,Koyra,2,"Bagali, UH&FWC",0,0,0,0,0,157,84,76,64,341,0,0,7,18,0,0,18,0,0,0,0,18,46,65,86,190,0
02,Khulna,0208,Khulna,020810,Koyra,3,"Dakshin Bedkasi, UH&FWC",0,0,0,0,0,72,32,19,23,119,0,0,9,0,0,0,0,0,0,2,0,2,4,10,7,13,0
02,Khulna,0208,Khulna,020810,Koyra,4,"Koyra, MCH-FP Unit",0,0,0,0,0,424,364,265,233,1101,0,0,0,0,0,0,0,0,0,21,0,0,6,111,154,257,0
02,Khulna,0208,Khulna,020810,Koyra,5,"Maharajpur, UH&FWC",0,0,0,0,0,320,142,105,76,508,121,0,0,0,0,0,0,0,0,12,0,15,34,25,27,81,0
02,Khulna,0208,Khulna,020810,Koyra,6,"Maheshwaripur, UH&FWC",0,0,0,0,0,205,86,62,46,399,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
02,Khulna,0208,Khulna,020810,Koyra,7,"Uttar Bedhashi, UH&FWC",0,0,0,0,0,48,42,30,30,124,0,0,0,0,0,0,0,0,0,0,0,0,0,34,56,68,0
02,Khulna,0209,Bagerhat,020901,Bagerhat Sadar,1,"Barai Para, UH&FWC",0,0,0,0,0,172,132,85,43,124,0,0,13,12,0,0,12,0,0,0,0,12,12,12,82,100,1
02,Khulna,0209,Bagerhat,020901,Bagerhat Sadar,2,"Bemarta, UH&FWC",0,0,0,0,0,31,32,17,15,90,0,0,6,0,0,0,0,0,0,0,0,0,2,10,15,20,0
