Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,SI,Facility,No. of neonatal start KMC,No. of neonatal start KMC hospital delivery,No. of child discharge,No. of child discharge on request,No. of child discontinue KMC services,No. of child reffered for complication,No. of death received KMC services,No. of neonatal KMC followup,BCG (after birth),1/Child age 6 weeks,2/Child age 10 weeks,3/Child age 14 weeks,1/Child age 6 weeks (PCV),2/Child age 10 weeks (PCV),3/Child age 14 weeks (PCV),1/Child age 6 weeks (BOPV),2/Child age 10 weeks (BOPV),3/Child age 14 weeks (BOPV),1/Child age 6 weeks (IPV),2/Child age 14 weeks (IPV),1/Child age 9 months,2/Child age 15 months,Live Birth,Low birth weight Newborn (weight <2500gm),Low birth weight Newborn (weight <2000gm),Low birth weight Newborn (Before 37 weeks),Fresh,Macerated,Total still birth,Neo-Death Maternal,Maternal Death,Male,Female,Child Male (0-1)year,Child Female (0-5)year,Others,Total,Female (Outdoor),Child (0-1) year,Child (0-5) year,Total (Outdoor),No. of Facility Health Education,No. of School Health Education by SACMO
03,Barisal,0302,Patuakhali,030205,Bauphal,12,"Nazirpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,386,2975,335,719,0,4415,0,0,0,,18,24
03,Barisal,0302,Patuakhali,030205,Bauphal,13,"Noamala, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,564,2734,673,1941,0,5912,0,0,0,,8,8
03,Barisal,0302,Patuakhali,030205,Bauphal,14,"Surjyamani, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,470,2449,164,390,40,3513,0,0,0,,4,2
03,Barisal,0302,Patuakhali,030205,Bauphal,15,"KASEEPARA, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,509,2383,156,521,27,3596,0,0,0,,0,0
03,Barisal,0302,Patuakhali,030205,Bauphal,16,"Kaina, Bauphal, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,285,912,62,242,0,1501,0,0,0,,0,0
03,Barisal,0302,Patuakhali,030205,Bauphal,17,"Kalisuri, Bauphal, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,64,722,64,172,12,1034,0,0,0,,0,0
03,Barisal,0302,Patuakhali,030206,Dashmina,1,"Dashmina, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,238,3278,193,473,19,4201,0,0,0,,41,5
03,Barisal,0302,Patuakhali,030206,Dashmina,2,"Alipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,303,2194,221,262,20,3000,0,0,0,,11,4
03,Barisal,0302,Patuakhali,030206,Dashmina,3,"Bahrampur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,363,1497,158,251,7,2276,0,0,0,,12,10
03,Barisal,0302,Patuakhali,030206,Dashmina,4,"Banshbaria, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,339,7573,605,1032,0,9549,0,0,0,,44,36
03,Barisal,0302,Patuakhali,030206,Dashmina,5,"Betagi Sankipura, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,157,2916,467,377,45,3962,15,0,0,,20,14
03,Barisal,0302,Patuakhali,030206,Dashmina,6,"Rangopaldi, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,400,2840,437,566,0,4243,0,0,0,,32,16
03,Barisal,0302,Patuakhali,030207,Dumki,1,"Lebukhali, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,72,655,61,145,19,952,0,0,0,,0,0
03,Barisal,0302,Patuakhali,030207,Dumki,2,"Muradia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,636,45,166,36,1071,0,0,0,,0,0
03,Barisal,0302,Patuakhali,030207,Dumki,3,"Pangashia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,444,2867,279,668,102,4360,108,0,0,,0,0
03,Barisal,0302,Patuakhali,030207,Dumki,4,"Angaria, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,965,78,172,106,1535,0,0,0,,0,0
03,Barisal,0302,Patuakhali,030207,Dumki,5,"Sri Rampur, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,1531,217,386,71,2386,0,0,0,,44,0
03,Barisal,0303,Barishal,030301,Barisal Sadar,1,"Chandpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1000,3684,800,1366,0,6850,0,0,0,,44,10
03,Barisal,0303,Barishal,030301,Barisal Sadar,2,"Chandra Mohan, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,4144,172,856,404,5714,0,0,0,,48,0
03,Barisal,0303,Barishal,030301,Barisal Sadar,3,"Char Baria, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,547,5725,1808,2674,5,10759,0,0,0,,48,35
03,Barisal,0303,Barishal,030301,Barisal Sadar,4,"Char Kowa, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,519,2192,208,616,0,3535,46,110,0,,48,11
03,Barisal,0303,Barishal,030301,Barisal Sadar,5,"Char Monai, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,947,5825,961,1591,0,9324,0,0,0,,0,0
03,Barisal,0303,Barishal,030301,Barisal Sadar,6,"Jagua, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1402,3775,500,979,147,6803,3,3,0,,46,4
03,Barisal,0303,Barishal,030301,Barisal Sadar,7,"Kashipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,562,5122,245,946,0,6875,0,0,0,,68,0
03,Barisal,0303,Barishal,030301,Barisal Sadar,8,"Roypasha Karapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,427,4365,645,850,294,6581,6,6,0,,12,4
03,Barisal,0303,Barishal,030301,Barisal Sadar,9,"Shayestabad, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,299,1289,155,188,3,1934,0,0,0,,137,49
03,Barisal,0303,Barishal,030301,Barisal Sadar,10,"Tungibaria, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,5851,602,1466,0,9126,0,0,0,,44,4
03,Barisal,0303,Barishal,030301,Barisal Sadar,11,"Bishesh Seba Kendro, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
03,Barisal,0303,Barishal,030301,Barisal Sadar,12,"BCC, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
03,Barisal,0303,Barishal,030301,Barisal Sadar,13,"Model Clinic, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
03,Barisal,0303,Barishal,030301,Barisal Sadar,14,"Shebacimha, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
03,Barisal,0303,Barishal,030301,Barisal Sadar,15,"Raypasa, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,2452,1082,1377,300,6350,0,0,0,,0,0
03,Barisal,0303,Barishal,030301,Barisal Sadar,16,"Barisal Sadar, MCWC",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,12,0,1,1,0,1,0,0,858,2820,1245,1303,585,6811,459,0,0,,129,16
03,Barisal,0303,Barishal,030302,Uzirpur,1,"Otra, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,143,13,54,0,221,0,0,0,,8,0
03,Barisal,0303,Barishal,030302,Uzirpur,2,"Bamrail, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,998,112,441,58,1890,0,0,0,,0,0
03,Barisal,0303,Barishal,030302,Uzirpur,3,"Bara Kotha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,150,3173,189,906,15,4433,0,0,0,,44,0
03,Barisal,0303,Barishal,030302,Uzirpur,4,"Guthia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,2449,311,718,57,4226,0,0,0,,64,23
03,Barisal,0303,Barishal,030302,Uzirpur,5,"Harta, UH&FWC",0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,633,1361,97,389,125,2605,0,0,0,,80,26
03,Barisal,0303,Barishal,030302,Uzirpur,6,"Jalla, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1515,5077,325,898,1035,8850,0,0,0,,52,48
03,Barisal,0303,Barishal,030302,Uzirpur,7,"Otra, UH&FWC",0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,45,1122,123,303,68,1661,0,0,0,,40,0
03,Barisal,0303,Barishal,030302,Uzirpur,8,"Satla, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,530,35,74,103,794,0,0,0,,0,0
03,Barisal,0303,Barishal,030302,Uzirpur,9,"Shikarpur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,456,3002,1489,1649,256,6852,0,0,0,,96,8
03,Barisal,0303,Barishal,030302,Uzirpur,10,"Sholok, UH&FWC",0,0,0,0,0,0,0,0,19,29,25,28,21,18,19,21,19,22,0,22,18,26,40,0,0,0,0,0,0,0,0,1535,6475,868,1119,33,10030,0,0,0,,96,43
03,Barisal,0303,Barishal,030302,Uzirpur,11,"Guthia, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,318,1531,184,399,273,2705,0,0,0,,0,0
03,Barisal,0303,Barishal,030302,Uzirpur,12,"Shikarpur, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,889,2264,296,627,380,4456,0,0,0,,0,0
03,Barisal,0303,Barishal,030303,Bakerganj,1,"Bakerganj, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,81,1320,174,443,0,2018,0,0,0,,0,0
03,Barisal,0303,Barishal,030303,Bakerganj,2,"Charadi, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,497,1930,196,331,193,3147,0,0,0,,0,0
03,Barisal,0303,Barishal,030303,Bakerganj,3,"Bharpasha, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,124,1884,334,458,13,2813,0,0,0,,32,0
03,Barisal,0303,Barishal,030303,Bakerganj,4,"Charadi, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,518,2250,121,214,435,3538,0,0,0,,0,0
03,Barisal,0303,Barishal,030303,Bakerganj,5,"Charamaddi, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,65,834,51,109,214,1273,0,0,0,,0,0
03,Barisal,0303,Barishal,030303,Bakerganj,6,"Darial, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,1,0,1,0,0,975,4268,589,1418,127,7377,0,0,0,,0,0
03,Barisal,0303,Barishal,030303,Bakerganj,7,"Dudhal, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1059,3268,388,596,104,5415,0,0,0,,0,0
03,Barisal,0303,Barishal,030303,Bakerganj,8,"Durgapasha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449,2693,172,292,57,3663,0,0,0,,8,0
03,Barisal,0303,Barishal,030303,Bakerganj,9,"Faridpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,707,1960,641,952,257,4517,0,0,0,,0,4
03,Barisal,0303,Barishal,030303,Bakerganj,10,"Garuria, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,1227,133,349,0,1923,0,0,0,,20,3
03,Barisal,0303,Barishal,030303,Bakerganj,11,"Kabai, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,723,42,191,0,1053,0,0,0,,0,0
03,Barisal,0303,Barishal,030303,Bakerganj,12,"Kalaskati, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,830,88,261,0,1291,0,0,0,,0,0
03,Barisal,0303,Barishal,030303,Bakerganj,13,"Nalua, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,418,78,160,0,803,0,0,0,,0,0
03,Barisal,0303,Barishal,030303,Bakerganj,14,"Niamati, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,106,1909,116,233,243,2607,0,0,0,,24,0
03,Barisal,0303,Barishal,030303,Bakerganj,15,"Padrishibpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,252,2948,244,385,0,3829,0,0,0,,92,0
03,Barisal,0303,Barishal,030303,Bakerganj,16,"Rangasree, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1558,3192,1137,2042,69,7998,0,0,0,,4,32
03,Barisal,0303,Barishal,030303,Bakerganj,17,"Kakordha, Bakarganj, MCWC",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,5,4,1,0,0,0,0,0,326,1193,278,398,187,2382,0,0,0,,0,0
03,Barisal,0303,Barishal,030304,Babuganj,1,"Babuganj, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,482,63,151,19,750,0,0,0,,0,0
03,Barisal,0303,Barishal,030304,Babuganj,2,"Jahangirnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55,0,0,0,0,0,0,0,0,947,4830,758,824,1072,8431,0,0,0,,16,6
03,Barisal,0303,Barishal,030304,Babuganj,3,"Chandpasha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1090,3364,104,807,148,5513,0,0,0,,48,15
03,Barisal,0303,Barishal,030304,Babuganj,4,"RD, Dehergati, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1078,116,290,43,1645,0,0,0,,0,0
03,Barisal,0303,Barishal,030304,Babuganj,5,"Kedarpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,292,2653,370,710,0,4025,0,0,0,,0,0
03,Barisal,0303,Barishal,030304,Babuganj,6,"Madhabpasha, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,728,1418,391,555,74,3166,0,0,0,,0,0
03,Barisal,0303,Barishal,030304,Babuganj,7,"Rahmatpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,564,3972,259,672,346,5813,0,0,0,,98,26
03,Barisal,0303,Barishal,030304,Babuganj,8,"Sadar Clinic, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,247,1030,302,353,67,1999,0,0,0,,0,0
03,Barisal,0303,Barishal,030304,Babuganj,9,"Baherchar, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,495,40,121,59,788,0,0,0,,0,0
03,Barisal,0303,Barishal,030305,Mehendiganj,1,"Mehendiganj, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1302,56,331,72,1827,0,0,0,,0,0
03,Barisal,0303,Barishal,030305,Mehendiganj,2,"Alimabad, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,139,1442,286,324,222,2413,0,0,0,,0,0
03,Barisal,0303,Barishal,030305,Mehendiganj,3,"Andhar Manik, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,129,563,95,151,127,1065,0,0,0,,12,8
03,Barisal,0303,Barishal,030305,Mehendiganj,4,"Bhasan Char, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,1020,89,186,113,1697,0,0,0,,0,0
03,Barisal,0303,Barishal,030305,Mehendiganj,5,"Bidyanandapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,436,92,152,49,830,0,0,0,,2,0
03,Barisal,0303,Barishal,030305,Mehendiganj,6,"Chandpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,503,13,153,71,794,0,0,0,,0,0
03,Barisal,0303,Barishal,030305,Mehendiganj,7,"Char Ekkaria, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,348,1244,230,393,12,2227,0,0,0,,0,0
03,Barisal,0303,Barishal,030305,Mehendiganj,8,"Char Gopalpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,575,107,144,97,965,0,0,0,,0,0
03,Barisal,0303,Barishal,030305,Mehendiganj,9,"Darichar Khajuria, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,918,132,285,32,1560,0,0,0,,0,0
03,Barisal,0303,Barishal,030305,Mehendiganj,10,"Gobindapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,700,63,193,151,1239,0,0,0,,0,0
03,Barisal,0303,Barishal,030305,Mehendiganj,11,"Jangalia, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,944,218,211,138,1642,0,0,0,,0,0
03,Barisal,0303,Barishal,030305,Mehendiganj,12,"Lata, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,621,44,77,53,921,0,0,0,,0,0
03,Barisal,0303,Barishal,030305,Mehendiganj,13,"Mehendiganj, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
03,Barisal,0303,Barishal,030305,Mehendiganj,14,"Ulania, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,885,127,247,86,1539,0,0,0,,0,0
03,Barisal,0303,Barishal,030306,Gournadi,1,"Gournadi, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,315,1058,167,324,47,1911,0,0,0,,0,0
03,Barisal,0303,Barishal,030306,Gournadi,2,"Barthi, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,226,1790,92,420,0,2528,0,0,0,,0,0
03,Barisal,0303,Barishal,030306,Gournadi,3,"Batajore, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,4,0,0,0,4,1,6,0,0,0,0,1,6,6,20,0,0,0,0,0,0,0,0,147,2001,119,358,0,2625,1,1,0,,0,0
03,Barisal,0303,Barishal,030306,Gournadi,4,"Chandshi, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,148,1472,141,397,0,2158,0,0,0,,0,0
03,Barisal,0303,Barishal,030306,Gournadi,5,"Khanjapur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,107,888,80,296,7,1378,0,0,0,,0,0
03,Barisal,0303,Barishal,030306,Gournadi,6,"Mahilara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,468,2504,387,782,0,4141,0,0,0,,0,0
03,Barisal,0303,Barishal,030306,Gournadi,7,"Nalchira, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,118,950,117,252,26,1463,0,0,0,,0,0
03,Barisal,0303,Barishal,030306,Gournadi,8,"Sarikal, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1011,3596,758,979,34,6378,0,0,0,,4,6
03,Barisal,0303,Barishal,030306,Gournadi,9,"Chandshi, Gournadi, MCWC",0,0,0,0,0,0,0,0,53,40,50,49,50,66,60,46,65,54,0,59,56,50,28,0,0,0,0,0,0,0,0,132,2600,238,481,0,3451,22,22,0,,8,0
03,Barisal,0303,Barishal,030306,Gournadi,10,"Miyarchar, Gournadi, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,900,1540,425,590,735,4190,0,0,0,,0,0
03,Barisal,0303,Barishal,030307,Muladi,1,"Muladi, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91,1096,211,410,0,1808,0,0,0,,0,0
03,Barisal,0303,Barishal,030307,Muladi,2,"Batamara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,260,1109,97,269,0,1735,0,0,0,,4,1
03,Barisal,0303,Barishal,030307,Muladi,3,"Char Kalekhan, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,199,1164,104,232,90,1789,0,0,0,,0,0
03,Barisal,0303,Barishal,030307,Muladi,4,"Gachhua, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,606,2313,190,360,0,3469,0,0,0,,0,0
03,Barisal,0303,Barishal,030307,Muladi,5,"Kazir Char, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,363,2476,149,501,0,3489,0,0,0,,0,0
03,Barisal,0303,Barishal,030307,Muladi,6,"Muladi, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,411,1440,163,356,7,2377,0,0,0,,0,0
03,Barisal,0303,Barishal,030307,Muladi,7,"Nazirpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,200,1326,146,348,0,2020,0,0,0,,0,0
03,Barisal,0303,Barishal,030307,Muladi,8,"Safipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,686,80,171,0,1045,0,0,0,,12,6
03,Barisal,0303,Barishal,030308,Hizla,1,"Bara Jalia, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,1204,41,355,12,1760,0,0,0,,0,0
