Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,Month_Code,Month_Name,Year,SI,Facility,Wrapping after Birth within 1 minute,No. of uses 7.1% chlorhexidine digluconate for umbilical cord care,No. of newborn touch skin-care after Gluconate umbilical cord care,No. of newborn breastfeeding (First 24 hours),No. of newborn resitated with bag-mask,1st Visit,2nd Visit,3rd Visit,4th Visit,No. of Reffered Complicated Pregnant Mother in antenatal period,No. of Reffered Complicated Pregnant Mother in Delivery period,No. of Reffered Complicated Pregnant Mother in postnatal period,No. of Reffered patient to Newborn taken by MgSO4,No. of Reffered complication acceptors,No. of ECP Referred,Treatment/Advised,Reffered,Counseling on Adolescence change,Counseling on marriage and adolescent girl received pregnancy,Child No. of adolescent received IFA,Treatment on RTI/STD,Counseling on RTI/STD,Counseling on diversified food,Counseling on prevention of adolescent and violence,Counseling on prevention and cure for mental problems and drug addiction,No. of adolescent girl counseled on Sanitary Pad,Reffered (Adolescent),No. of Treatment on RTI/STI infection,No. of MR(MVA) services,No. of MR Service By Medicine,Total VIA Positive,Total VIA Negative,Total CBE Positive,Total Negative
01,Rajshahi,0111,,011107,,03,March,2025,3,"Bisha, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,03,March,2025,4,"Hatkalu Para, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,03,March,2025,5,"Kalikapur, UH&FWC",1,1,1,1,0,1,0,1,3,0,0,0,0,0,1,0,0,7,7,7,7,0,7,7,7,7,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,03,March,2025,6,"Maniari, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,03,March,2025,7,"Panchupur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,14,0,14,0,14,14,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,03,March,2025,8,"Sahagola, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,1,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,04,April,2025,1,"Ahsanganj, Rural Dispensary(RD)",0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,9,9,9,9,0,9,9,9,9,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,04,April,2025,2,"Bhopara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,20,14,0,14,0,17,9,10,20,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,04,April,2025,3,"Bisha, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,04,April,2025,4,"Hatkalu Para, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,2,0,3,3,2,3,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,04,April,2025,5,"Kalikapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,04,April,2025,6,"Maniari, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,04,April,2025,7,"Panchupur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,04,April,2025,8,"Sahagola, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,05,May,2025,1,"Ahsanganj, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,0,8,8,8,8,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,05,May,2025,2,"Bhopara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,13,13,0,10,0,11,11,11,12,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,05,May,2025,3,"Bisha, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,05,May,2025,4,"Hatkalu Para, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,05,May,2025,5,"Kalikapur, UH&FWC",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,85,85,85,85,0,85,85,85,85,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,05,May,2025,6,"Maniari, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,05,May,2025,7,"Panchupur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,7,7,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,05,May,2025,8,"Sahagola, Rural Dispensary(RD)",0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,5,5,5,5,1,5,5,5,5,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,06,June,2025,1,"Ahsanganj, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,06,June,2025,2,"Bhopara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,06,June,2025,3,"Bisha, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,06,June,2025,4,"Hatkalu Para, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,06,June,2025,5,"Kalikapur, UH&FWC",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,06,June,2025,6,"Maniari, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,06,June,2025,7,"Panchupur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,06,June,2025,8,"Sahagola, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,07,July,2025,1,"Ahsanganj, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,07,July,2025,2,"Bhopara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,07,July,2025,3,"Bisha, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,07,July,2025,4,"Hatkalu Para, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,07,July,2025,5,"Kalikapur, UH&FWC",2,2,2,2,0,4,6,0,0,0,0,0,0,0,0,0,0,21,21,0,21,0,21,21,21,21,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,07,July,2025,6,"Maniari, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,07,July,2025,7,"Panchupur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,14,0,14,0,10,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,07,July,2025,8,"Sahagola, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,08,August,2025,1,"Ahsanganj, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,08,August,2025,2,"Bhopara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,08,August,2025,3,"Bisha, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,08,August,2025,4,"Hatkalu Para, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,08,August,2025,5,"Kalikapur, UH&FWC",1,1,1,1,0,1,4,4,3,12,0,0,0,0,0,0,0,26,26,26,26,0,26,26,26,26,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,08,August,2025,6,"Maniari, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,08,August,2025,7,"Panchupur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,0,7,0,0,7,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,08,August,2025,8,"Sahagola, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,09,September,2025,1,"Ahsanganj, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,09,September,2025,2,"Bhopara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,09,September,2025,3,"Bisha, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,09,September,2025,4,"Hatkalu Para, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,09,September,2025,5,"Kalikapur, UH&FWC",2,2,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0,21,21,0,21,0,21,21,21,21,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,09,September,2025,6,"Maniari, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,09,September,2025,7,"Panchupur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,6,0,10,0,0,10,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,09,September,2025,8,"Sahagola, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,10,October,2025,1,"Ahsanganj, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,10,October,2025,2,"Bhopara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,10,October,2025,3,"Bisha, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,10,October,2025,4,"Hatkalu Para, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,10,October,2025,5,"Kalikapur, UH&FWC",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,0,12,12,12,12,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,10,October,2025,6,"Maniari, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,10,October,2025,7,"Panchupur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011107,,10,October,2025,8,"Sahagola, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,10,October,2024,1,"Agra Digun, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,10,October,2024,2,"Alampur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,17,4,0,7,3,3,4,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,10,October,2024,3,"Aranagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,0,15,15,15,15,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,10,October,2024,4,"Dhamoirhat, UH&FWC",1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,30,20,42,22,5,22,13,16,47,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,10,October,2024,5,"Isabpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,0,60,60,60,60,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,10,October,2024,6,"Jahanpur, UH&FWC",0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,20,40,119,20,30,30,30,40,40,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,10,October,2024,7,"Khelna, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,10,October,2024,8,"Omar, Sadar Clinic",0,0,0,0,0,0,2,5,8,0,0,0,0,0,1,0,0,42,42,42,42,3,42,42,42,42,0,3,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,11,November,2024,1,"Agra Digun, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,0,25,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,11,November,2024,2,"Alampur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,6,0,6,6,6,6,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,11,November,2024,3,"Aranagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,10,10,10,10,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,11,November,2024,4,"Dhamoirhat, UH&FWC",1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,3,0,24,27,33,27,18,21,25,37,44,0,8,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,11,November,2024,5,"Isabpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,30,30,30,30,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,11,November,2024,6,"Jahanpur, UH&FWC",0,0,0,0,0,0,5,6,5,0,0,0,0,0,1,0,0,20,20,121,25,15,20,20,30,30,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,11,November,2024,7,"Khelna, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,11,November,2024,8,"Omar, Sadar Clinic",0,0,0,0,0,0,6,12,10,0,0,0,0,0,0,3,3,74,74,74,74,7,74,74,74,74,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,12,December,2024,1,"Agra Digun, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,16,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,12,December,2024,2,"Alampur, UH&FWC",0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,0,0,4,4,13,4,0,4,4,4,4,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,12,December,2024,3,"Aranagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,10,10,10,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,12,December,2024,4,"Dhamoirhat, UH&FWC",1,1,1,1,0,1,9,13,17,0,0,0,0,0,0,5,0,22,32,28,17,19,45,40,32,42,0,5,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,12,December,2024,5,"Isabpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,0,25,25,25,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,12,December,2024,6,"Jahanpur, UH&FWC",0,0,0,0,0,0,2,4,6,7,0,0,0,0,0,0,0,20,30,110,20,30,20,20,30,20,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,12,December,2024,7,"Khelna, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,12,December,2024,8,"Omar, Sadar Clinic",0,0,0,0,0,0,5,8,7,0,0,0,0,0,0,0,0,50,50,50,50,2,50,50,50,50,0,5,0,1,0,0,0,0
01,Rajshahi,0111,,011108,,01,January,2025,1,"Agra Digun, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,01,January,2025,2,"Alampur, UH&FWC",0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,5,5,12,5,0,5,5,5,5,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,01,January,2025,3,"Aranagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,01,January,2025,4,"Dhamoirhat, UH&FWC",1,1,1,1,0,1,8,11,13,0,0,0,0,0,0,12,0,23,55,13,22,5,40,25,0,49,0,8,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,01,January,2025,5,"Isabpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,0,20,20,20,10,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,01,January,2025,6,"Jahanpur, UH&FWC",0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,10,10,43,20,20,20,10,10,20,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,01,January,2025,7,"Khelna, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,01,January,2025,8,"Omar, Sadar Clinic",0,0,0,0,0,0,0,7,7,14,1,0,0,0,0,0,0,44,44,44,44,4,44,44,44,44,0,3,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,02,February,2025,1,"Agra Digun, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,02,February,2025,2,"Alampur, UH&FWC",0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,5,4,17,5,0,5,5,5,5,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,02,February,2025,3,"Aranagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,02,February,2025,4,"Dhamoirhat, UH&FWC",1,1,1,1,0,1,7,7,9,0,0,0,0,0,0,8,0,25,32,12,23,5,45,20,16,38,0,5,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,02,February,2025,5,"Isabpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,0,15,15,15,15,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,02,February,2025,6,"Jahanpur, UH&FWC",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,11,9,11,0,11,11,11,11,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,02,February,2025,7,"Khelna, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,02,February,2025,8,"Omar, Sadar Clinic",0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,25,25,15,25,0,25,25,25,25,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,03,March,2025,1,"Agra Digun, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,03,March,2025,2,"Alampur, UH&FWC",0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,4,4,7,4,0,3,2,2,10,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,03,March,2025,3,"Aranagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,7,5,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,03,March,2025,4,"Dhamoirhat, UH&FWC",1,1,1,1,0,1,12,8,6,0,0,0,0,0,0,12,0,17,20,0,30,5,20,22,16,25,0,4,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,03,March,2025,5,"Isabpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,0,20,20,20,20,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,03,March,2025,6,"Jahanpur, UH&FWC",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,18,9,18,0,18,18,18,18,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,03,March,2025,7,"Khelna, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,03,March,2025,8,"Omar, Sadar Clinic",0,0,0,0,0,0,0,3,5,0,0,0,0,0,1,0,0,15,15,10,15,0,15,15,15,15,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,04,April,2025,1,"Agra Digun, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,04,April,2025,2,"Alampur, UH&FWC",0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,04,April,2025,3,"Aranagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,10,10,10,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,04,April,2025,4,"Dhamoirhat, UH&FWC",0,0,0,0,0,0,13,7,7,0,0,0,0,0,2,4,0,44,37,0,26,8,13,19,12,47,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,04,April,2025,5,"Isabpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,10,10,10,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,04,April,2025,6,"Jahanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,0,17,17,17,17,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,04,April,2025,7,"Khelna, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,04,April,2025,8,"Omar, Sadar Clinic",0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,8,8,8,8,0,8,8,8,8,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,05,May,2025,1,"Agra Digun, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011108,,05,May,2025,2,"Alampur, UH&FWC",0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,6,6,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0
